trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,block_name
151948020,9,2,"DOWNTOWN",,1,5002,shp-9-51,2,2,903
151949020,9,2,"DOWNTOWN",,1,4902,shp-9-51,2,2,902
151950020,9,2,"DOWNTOWN",,1,5702,shp-9-51,2,2,954
151951020,9,2,"DOWNTOWN",,1,5302,shp-9-51,2,2,906
151952020,9,2,"DOWNTOWN",,1,5202,shp-9-51,2,2,905
151953020,9,2,"DOWNTOWN",,1,5202,shp-9-51,2,2,905
151954020,9,2,"DOWNTOWN",,1,5002,shp-9-51,2,2,903
151955020,9,2,"DOWNTOWN",,1,5102,shp-9-51,2,2,904
151956020,9,2,"DOWNTOWN",,1,4902,shp-9-51,2,2,902
151957020,9,2,"DOWNTOWN",,1,4802,shp-9-52,2,2,901
